subject	condition	generation	index	age	sex	group	rabbit	machine	scores	pre	post	chosen	chosenInput	useMachine	output	score	gameTime	surveyTime
14	0	3	2	50	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0	0,3,5,-2,0,5;0,1,3,1,3,8;5,1,8,4,1,6;10,-1,6,7,-1,11;15,-3,9,10,-3,11;20,-5,12,13,-5,16;25,-7,17,11,-7,16;30,-4,22,14,-4,16;35,-1,27,17,-6,16;40,-1,32,20,-8,14;45,-3,37,18,-10,14;50,-5,42,16,-12,12;55,-2,40,19,-14,12;60,-4,38,17,-16,12;60,-1,43,15,-18,17;65,-3,43,18,-15,22;70,0,48,21,-12,27;68,3,48,19,-9,32;68,6,51,22,-6,37;68,9,56,20,-3,42	5,5,4,4,4,4,5,5	4,5,4,5,4,4,5,5	0;1;0;2;2;2;2;1;1;4;2;1;2;0;2;0;1;0;0;2	1;1;1;0;1;1;1;1;1;0;1;0;0;1;0;0;0;1;1;0	1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1	1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0	-2,1,1,-1,2,5,8,6,11,9,7,5,8,11,14,17,20,23,26,29	18,11,12,9,18,14,11,10,14,41,20,26,14,29,21,15,13,13,22,19	16,31
15	0	3	3	40	Male	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0	0,3,5,-2,0,5;0,1,3,1,3,8;5,1,8,4,1,6;10,-1,6,7,-1,11;15,-3,9,10,-3,11;20,-5,12,13,-5,16;25,-7,17,11,-7,16;30,-4,22,14,-4,16;35,-1,27,17,-6,16;40,-1,32,20,-8,14;45,-3,37,18,-10,14;50,-5,42,16,-12,12;55,-2,40,19,-14,12;60,-4,38,17,-16,12;60,-1,43,15,-18,17;65,-3,43,18,-15,22;70,0,48,21,-12,27;68,3,48,19,-9,32;68,6,51,22,-6,37;68,9,56,20,-3,42	5,4,5,4,4,3,5,4	4,5,4,5,5,3,4,5	4;3;4;5;4;4;4;3;4;0;0;4;5;5;5;4;4;5;3;5	1;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0	3,1,-1,-3,-5,-7,-4,-6,-3,0,-2,-4,-6,-3,0,3,1,-1,-3,0	22,15,83,19,20,27,16,14,52,12,35,14,28,41,20,27,12,26,20,30	41,21
16	0	3	4	36	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0	0,3,5,-2,0,5;0,1,3,1,3,8;5,1,8,4,1,6;10,-1,6,7,-1,11;15,-3,9,10,-3,11;20,-5,12,13,-5,16;25,-7,17,11,-7,16;30,-4,22,14,-4,16;35,-1,27,17,-6,16;40,-1,32,20,-8,14;45,-3,37,18,-10,14;50,-5,42,16,-12,12;55,-2,40,19,-14,12;60,-4,38,17,-16,12;60,-1,43,15,-18,17;65,-3,43,18,-15,22;70,0,48,21,-12,27;68,3,48,19,-9,32;68,6,51,22,-6,37;68,9,56,20,-3,42	4,4,5,4,5,3,4,4	3,2,4,4,3,4,3,3	0;4;2;0;0;2;4;0;2;5;5;0;1;2;0;2;1;0;3;2	1;0;1;1;1;1;0;1;1;0;0;1;1;0;1;1;0;1;0;0	1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	3,1,-1,-3,0,0,-2,-4,-6,-8,-10,-7,-9,-11,-8,-5,-2,1,4,7	66,7,6,12,10,7,27,10,7,6,9,10,7,8,12,8,9,7,26,6	11,9
17	0	3	5	39	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1	0,3,5,-2,0,5;0,1,3,1,3,8;5,1,8,4,1,6;10,-1,6,7,-1,11;15,-3,9,10,-3,11;20,-5,12,13,-5,16;25,-7,17,11,-7,16;30,-4,22,14,-4,16;35,-1,27,17,-6,16;40,-1,32,20,-8,14;45,-3,37,18,-10,14;50,-5,42,16,-12,12;55,-2,40,19,-14,12;60,-4,38,17,-16,12;60,-1,43,15,-18,17;65,-3,43,18,-15,22;70,0,48,21,-12,27;68,3,48,19,-9,32;68,6,51,22,-6,37;68,9,56,20,-3,42	5,5,5,4,4,4,4,4	5,4,4,5,4,4,4,4	5;3;5;3;4;4;5;5;5;4;3;4;4;5;3;4;5;4;5;5	0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0	0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1	5,8,11,9,7,10,13,16,19,22,25,28,26,24,27,30,28,31,29,27	38,15,10,6,15,7,6,6,6,6,7,6,6,6,6,5,6,5,5,6	23,13
18	0	4	0	66	Female	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1	3,3,-2,3,3,5;6,6,1,1,1,8;9,9,1,-1,-1,11;7,12,-1,-3,-3,9;5,10,2,-5,0,7;3,8,5,-7,0,10;1,6,8,-4,-2,13;-1,4,6,-6,-4,16;-3,7,11,-3,-6,19;0,5,9,0,-8,22;-2,3,7,-2,-10,25;-4,6,5,-4,-7,28;-1,9,8,-6,-9,26;2,12,11,-3,-11,24;5,15,14,0,-8,27;3,18,17,3,-5,30;6,21,20,1,-2,28;9,24,23,-1,1,31;12,27,26,-3,4,29;15,30,29,0,7,27	4,4,4,4,3,3,3,3	4,4,4,4,3,3,3,4	1;5;4;1;0;0;1;5;2;0;2;3;2;1;4;1;2;3;2;1	0;0;0;1;0;0;0;1;1;1;0;0;1;1;0;0;0;1;0;0	1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0	0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0	3,3,6,11,16,16,16,16,21,24,22,22,27,30,30,35,38,43,41,46	16,9,11,7,15,7,4,9,5,6,6,5,5,4,7,4,4,5,4,5	10,14
19	0	4	1	29	Female	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0	3,3,-2,3,3,5;6,6,1,1,1,8;9,9,1,-1,-1,11;7,12,-1,-3,-3,9;5,10,2,-5,0,7;3,8,5,-7,0,10;1,6,8,-4,-2,13;-1,4,6,-6,-4,16;-3,7,11,-3,-6,19;0,5,9,0,-8,22;-2,3,7,-2,-10,25;-4,6,5,-4,-7,28;-1,9,8,-6,-9,26;2,12,11,-3,-11,24;5,15,14,0,-8,27;3,18,17,3,-5,30;6,21,20,1,-2,28;9,24,23,-1,1,31;12,27,26,-3,4,29;15,30,29,0,7,27	3,3,2,2,3,2,3,2	3,3,2,2,2,3,3,4	2;0;0;3;4;0;0;3;1;5;1;3;1;5;2;3;4;1;2;3	1;0;1;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0	1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1	0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0	3,6,9,12,10,8,6,4,2,0,0,-2,-2,-4,-1,-3,0,3,6,9	10,5,4,4,5,4,6,4,3,4,4,4,4,4,4,4,3,3,4,3	8,7
20	0	4	2	25	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1	3,3,-2,3,3,5;6,6,1,1,1,8;9,9,1,-1,-1,11;7,12,-1,-3,-3,9;5,10,2,-5,0,7;3,8,5,-7,0,10;1,6,8,-4,-2,13;-1,4,6,-6,-4,16;-3,7,11,-3,-6,19;0,5,9,0,-8,22;-2,3,7,-2,-10,25;-4,6,5,-4,-7,28;-1,9,8,-6,-9,26;2,12,11,-3,-11,24;5,15,14,0,-8,27;3,18,17,3,-5,30;6,21,20,1,-2,28;9,24,23,-1,1,31;12,27,26,-3,4,29;15,30,29,0,7,27	4,3,4,3,4,5,4,5	3,4,4,4,4,3,5,5	0;2;1;1;2;2;0;2;0;1;1;2;1;2;0;2;1;2;0;0	0;0;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0	5,10,15,15,20,25,25,25,25,25,25,25,25,25,30,35,40,45,50,55	14,8,8,8,7,7,7,6,8,11,6,33,7,7,8,8,6,7,7,9	34,14
21	0	4	3	38	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1	3,3,-2,3,3,5;6,6,1,1,1,8;9,9,1,-1,-1,11;7,12,-1,-3,-3,9;5,10,2,-5,0,7;3,8,5,-7,0,10;1,6,8,-4,-2,13;-1,4,6,-6,-4,16;-3,7,11,-3,-6,19;0,5,9,0,-8,22;-2,3,7,-2,-10,25;-4,6,5,-4,-7,28;-1,9,8,-6,-9,26;2,12,11,-3,-11,24;5,15,14,0,-8,27;3,18,17,3,-5,30;6,21,20,1,-2,28;9,24,23,-1,1,31;12,27,26,-3,4,29;15,30,29,0,7,27	4,4,3,4,4,4,3,4	5,4,4,4,4,3,4,4	1;3;1;3;5;2;1;3;5;3;0;0;0;3;4;5;1;2;3;2	0;1;1;0;0;1;0;0;1;1;0;0;1;1;0;0;0;0;1;0	1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0	1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0	-2,1,6,9,7,10,13,11,14,14,12,17,17,15,20,18,21,21,24,29	9,9,7,8,7,8,8,6,6,8,6,7,7,7,8,7,6,5,16,5	19,14
22	0	4	4	40	Male	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1	3,3,-2,3,3,5;6,6,1,1,1,8;9,9,1,-1,-1,11;7,12,-1,-3,-3,9;5,10,2,-5,0,7;3,8,5,-7,0,10;1,6,8,-4,-2,13;-1,4,6,-6,-4,16;-3,7,11,-3,-6,19;0,5,9,0,-8,22;-2,3,7,-2,-10,25;-4,6,5,-4,-7,28;-1,9,8,-6,-9,26;2,12,11,-3,-11,24;5,15,14,0,-8,27;3,18,17,3,-5,30;6,21,20,1,-2,28;9,24,23,-1,1,31;12,27,26,-3,4,29;15,30,29,0,7,27	4,5,4,5,5,4,5,5	5,4,5,5,5,4,4,5	4;5;3;1;3;4;4;2;1;3;2;5;2;3;0;5;2;2;0;3	0;0;0;1;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1	3,1,4,2,5,3,1,4,7,10,13,11,14,17,20,23,26,29,27,25	18,13,11,10,14,9,9,8,8,23,11,9,8,9,11,8,7,7,7,12	25,16
23	0	4	5	23	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0	3,3,-2,3,3,5;6,6,1,1,1,8;9,9,1,-1,-1,11;7,12,-1,-3,-3,9;5,10,2,-5,0,7;3,8,5,-7,0,10;1,6,8,-4,-2,13;-1,4,6,-6,-4,16;-3,7,11,-3,-6,19;0,5,9,0,-8,22;-2,3,7,-2,-10,25;-4,6,5,-4,-7,28;-1,9,8,-6,-9,26;2,12,11,-3,-11,24;5,15,14,0,-8,27;3,18,17,3,-5,30;6,21,20,1,-2,28;9,24,23,-1,1,31;12,27,26,-3,4,29;15,30,29,0,7,27	4,4,4,4,3,3,2,3	5,5,4,4,2,2,3,3	3;5;2;5;3;5;3;0;1;4;4;5;5;2;2;0;1;0;2;3	0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;1;0;0;0;0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0	5,10,10,15,15,20,25,25,25,25,25,25,30,35,35,35,35,40,45,50	23,5,8,6,17,5,5,6,5,15,5,4,4,4,8,4,3,3,4,7	27,18
24	0	5	0	28	Female	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0	3,3,5,-2,3,5;3,6,10,1,1,10;6,9,15,6,4,10;11,12,15,9,2,15;16,10,20,7,5,15;16,8,25,10,3,20;16,6,25,13,1,25;16,4,25,11,4,25;21,2,25,14,7,25;24,0,25,14,10,25;22,0,25,12,13,25;22,-2,25,17,11,25;27,-2,25,17,14,30;30,-4,25,15,17,35;30,-1,30,20,20,35;35,-3,35,18,23,35;38,0,40,21,26,35;43,3,45,21,29,40;41,6,50,24,27,45;46,9,55,29,25,50	2,2,2,2,2,2,2,2	2,2,2,2,2,2,2,2	5;1;5;0;5;0;0;4;3;1;3;0;3;1;0;1;3;1;5;0	0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1	0,0,5,5,10,15,20,20,20,25,30,35,40,45,50,55,55,55,55,55	34,11,11,8,25,8,7,6,6,12,10,7,6,6,11,9,10,6,6,8	25,23
25	0	5	1	50	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0	3,3,5,-2,3,5;3,6,10,1,1,10;6,9,15,6,4,10;11,12,15,9,2,15;16,10,20,7,5,15;16,8,25,10,3,20;16,6,25,13,1,25;16,4,25,11,4,25;21,2,25,14,7,25;24,0,25,14,10,25;22,0,25,12,13,25;22,-2,25,17,11,25;27,-2,25,17,14,30;30,-4,25,15,17,35;30,-1,30,20,20,35;35,-3,35,18,23,35;38,0,40,21,26,35;43,3,45,21,29,40;41,6,50,24,27,45;46,9,55,29,25,50	5,5,5,5,3,4,4,3	5,5,5,5,3,2,2,5	2;4;1;2;2;4;2;3;0;4;2;4;0;2;4;1;1;0;1;0	0;1;1;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0	-2,1,4,2,5,3,1,-1,2,5,3,6,4,2,0,3,6,4,7,10	39,14,11,9,11,8,7,6,6,10,9,8,6,5,8,7,7,11,7,7	30,19
26	0	5	2	20	Female	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1	3,3,5,-2,3,5;3,6,10,1,1,10;6,9,15,6,4,10;11,12,15,9,2,15;16,10,20,7,5,15;16,8,25,10,3,20;16,6,25,13,1,25;16,4,25,11,4,25;21,2,25,14,7,25;24,0,25,14,10,25;22,0,25,12,13,25;22,-2,25,17,11,25;27,-2,25,17,14,30;30,-4,25,15,17,35;30,-1,30,20,20,35;35,-3,35,18,23,35;38,0,40,21,26,35;43,3,45,21,29,40;41,6,50,24,27,45;46,9,55,29,25,50	5,5,4,4,2,2,3,3	5,5,4,4,5,5,4,4	2;3;1;0;0;0;3;0;1;0;5;2;1;2;2;5;4;2;1;5	0;0;1;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0	5,10,15,20,25,25,30,30,30,35,35,35,35,35,40,40,45,50,55,60	16,9,7,5,21,5,4,3,3,8,5,4,4,4,9,4,4,3,4,4	16,10
27	0	5	3	47	Male	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0	3,3,5,-2,3,5;3,6,10,1,1,10;6,9,15,6,4,10;11,12,15,9,2,15;16,10,20,7,5,15;16,8,25,10,3,20;16,6,25,13,1,25;16,4,25,11,4,25;21,2,25,14,7,25;24,0,25,14,10,25;22,0,25,12,13,25;22,-2,25,17,11,25;27,-2,25,17,14,30;30,-4,25,15,17,35;30,-1,30,20,20,35;35,-3,35,18,23,35;38,0,40,21,26,35;43,3,45,21,29,40;41,6,50,24,27,45;46,9,55,29,25,50	3,3,3,3,3,3,3,3	3,3,3,3,3,3,3,3	3;4;5;3;4;1;1;1;0;1;1;0;2;1;0;0;0;2;1;1	1;1;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0	0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0	0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1	5,8,8,11,16,21,26,31,36,41,46,44,44,44,49,47,47,47,47,47	25,17,7,8,17,12,7,4,5,8,9,8,4,4,5,11,9,3,3,6	22,7
28	0	5	4	69	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0	3,3,5,-2,3,5;3,6,10,1,1,10;6,9,15,6,4,10;11,12,15,9,2,15;16,10,20,7,5,15;16,8,25,10,3,20;16,6,25,13,1,25;16,4,25,11,4,25;21,2,25,14,7,25;24,0,25,14,10,25;22,0,25,12,13,25;22,-2,25,17,11,25;27,-2,25,17,14,30;30,-4,25,15,17,35;30,-1,30,20,20,35;35,-3,35,18,23,35;38,0,40,21,26,35;43,3,45,21,29,40;41,6,50,24,27,45;46,9,55,29,25,50	4,4,4,4,3,4,3,3	4,4,4,4,4,4,4,4	4;3;0;4;2;4;5;5;2;2;2;5;0;3;4;4;2;1;3;0	0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0	0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0	5,10,15,15,20,20,25,25,25,25,25,28,33,33,38,43,48,53,56,61	30,14,12,7,19,8,12,8,7,11,8,15,7,6,14,7,7,7,9,11	22,16
29	0	5	5	45	Male	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1	3,3,5,-2,3,5;3,6,10,1,1,10;6,9,15,6,4,10;11,12,15,9,2,15;16,10,20,7,5,15;16,8,25,10,3,20;16,6,25,13,1,25;16,4,25,11,4,25;21,2,25,14,7,25;24,0,25,14,10,25;22,0,25,12,13,25;22,-2,25,17,11,25;27,-2,25,17,14,30;30,-4,25,15,17,35;30,-1,30,20,20,35;35,-3,35,18,23,35;38,0,40,21,26,35;43,3,45,21,29,40;41,6,50,24,27,45;46,9,55,29,25,50	3,3,3,3,3,3,3,3	3,3,3,3,3,3,3,3	3;5;5;3;4;3;3;5;4;4;3;5;5;4;4;4;3;3;4;4	1;0;0;1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;1;1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,5,10,15,20,25,30,35,40,45,50,55,60,60,60,60,60,60,60	22,8,7,6,15,6,5,5,4,8,5,5,5,6,7,5,4,4,5,9	14,9
30	0	6	0	27	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1	0,-2,5,5,5,0;0,1,10,8,10,0;5,4,15,8,15,5;5,2,20,11,15,10;10,5,25,16,20,15;15,3,25,21,20,20;20,1,30,26,25,25;20,-1,30,31,25,30;20,2,30,36,25,35;25,5,35,41,25,40;30,3,35,46,25,45;35,6,35,44,28,50;40,4,35,44,33,55;45,2,35,44,33,60;50,0,40,49,38,60;55,3,40,47,43,60;55,6,45,47,48,60;55,4,50,47,53,60;55,7,55,47,56,60;55,10,60,47,61,60	4,4,4,3,4,3,3,2	4,4,3,4,3,4,3,3	1;4;2;0;5;1;3;1;5;3;0;5;2;4;2;4;1;4;0;1	1;0;1;0;1;0;1;0;1;1;1;1;0;0;0;0;0;0;1;0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1	5,10,15,20,25,30,30,30,30,35,40,40,40,45,50,55,55,60,60,60	43,13,19,22,28,33,12,7,25,14,8,6,6,5,11,5,4,4,4,6	38,34
31	0	6	1	35	Female	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0	0,-2,5,5,5,0;0,1,10,8,10,0;5,4,15,8,15,5;5,2,20,11,15,10;10,5,25,16,20,15;15,3,25,21,20,20;20,1,30,26,25,25;20,-1,30,31,25,30;20,2,30,36,25,35;25,5,35,41,25,40;30,3,35,46,25,45;35,6,35,44,28,50;40,4,35,44,33,55;45,2,35,44,33,60;50,0,40,49,38,60;55,3,40,47,43,60;55,6,45,47,48,60;55,4,50,47,53,60;55,7,55,47,56,60;55,10,60,47,61,60	3,3,4,4,3,3,4,4	3,3,4,4,3,3,4,4	2;0;4;3;0;5;4;0;1;2;4;4;5;3;5;4;3;5;5;4	0;1;1;1;1;1;1;0;1;1;0;1;1;0;1;0;1;1;1;0	0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0	1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1	0,0,5,8,13,16,21,26,31,36,39,44,49,54,57,57,55,55,55,55	31,21,33,18,37,12,8,13,8,19,12,11,8,9,20,13,7,7,9,18	29,17
32	0	6	2	44	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0	0,-2,5,5,5,0;0,1,10,8,10,0;5,4,15,8,15,5;5,2,20,11,15,10;10,5,25,16,20,15;15,3,25,21,20,20;20,1,30,26,25,25;20,-1,30,31,25,30;20,2,30,36,25,35;25,5,35,41,25,40;30,3,35,46,25,45;35,6,35,44,28,50;40,4,35,44,33,55;45,2,35,44,33,60;50,0,40,49,38,60;55,3,40,47,43,60;55,6,45,47,48,60;55,4,50,47,53,60;55,7,55,47,56,60;55,10,60,47,61,60	5,5,3,5,3,3,3,3	5,5,4,5,3,3,3,3	0;5;0;2;2;0;3;2;4;1;2;0;2;0;4;4;4;3;5;4	1;1;1;1;1;1;1;0;0;1;0;1;0;1;0;0;0;1;1;0	1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0	0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1	3,6,9,9,9,12,10,13,16,14,17,17,22,22,25,25,25,30,35,35	91,194,31,16,28,8,9,8,12,18,9,14,9,14,52,9,8,7,7,13	36,30
33	0	6	3	36	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0	0,-2,5,5,5,0;0,1,10,8,10,0;5,4,15,8,15,5;5,2,20,11,15,10;10,5,25,16,20,15;15,3,25,21,20,20;20,1,30,26,25,25;20,-1,30,31,25,30;20,2,30,36,25,35;25,5,35,41,25,40;30,3,35,46,25,45;35,6,35,44,28,50;40,4,35,44,33,55;45,2,35,44,33,60;50,0,40,49,38,60;55,3,40,47,43,60;55,6,45,47,48,60;55,4,50,47,53,60;55,7,55,47,56,60;55,10,60,47,61,60	5,5,4,4,3,3,3,3	5,5,5,5,5,5,5,5	3;2;5;3;2;3;5;3;3;5;1;2;0;5;3;5;1;2;0;3	0;0;1;1;1;1;1;1;1;1;0;0;1;1;0;1;0;0;1;1	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0	0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1	5,10,10,15,15,20,25,30,30,35,35,33,33,38,43,48,51,56,61,61	20,12,8,7,19,6,7,4,5,4,6,6,6,4,10,6,4,4,4,8	16,9
34	0	6	4	34	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0	0,-2,5,5,5,0;0,1,10,8,10,0;5,4,15,8,15,5;5,2,20,11,15,10;10,5,25,16,20,15;15,3,25,21,20,20;20,1,30,26,25,25;20,-1,30,31,25,30;20,2,30,36,25,35;25,5,35,41,25,40;30,3,35,46,25,45;35,6,35,44,28,50;40,4,35,44,33,55;45,2,35,44,33,60;50,0,40,49,38,60;55,3,40,47,43,60;55,6,45,47,48,60;55,4,50,47,53,60;55,7,55,47,56,60;55,10,60,47,61,60	3,3,3,3,3,3,3,3	3,3,3,3,3,3,3,3	5;4;5;2;3;3;0;1;1;0;1;5;3;0;2;1;1;1;4;1	1;0;1;1;1;1;1;0;1;1;0;1;0;1;0;0;0;1;0;0	0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0	0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0	5,10,15,18,23,23,21,19,24,22,25,30,35,33,38,41,46,51,54,59	25,8,8,10,9,7,6,6,7,8,5,4,6,4,10,4,4,4,4,7	15,7
35	0	6	5	39	Male	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1	0,-2,5,5,5,0;0,1,10,8,10,0;5,4,15,8,15,5;5,2,20,11,15,10;10,5,25,16,20,15;15,3,25,21,20,20;20,1,30,26,25,25;20,-1,30,31,25,30;20,2,30,36,25,35;25,5,35,41,25,40;30,3,35,46,25,45;35,6,35,44,28,50;40,4,35,44,33,55;45,2,35,44,33,60;50,0,40,49,38,60;55,3,40,47,43,60;55,6,45,47,48,60;55,4,50,47,53,60;55,7,55,47,56,60;55,10,60,47,61,60	4,4,4,4,4,4,4,4	4,4,4,4,4,4,4,4	2;1;1;3;5;1;1;1;1;0;5;4;3;1;1;0;4;5;0;0	0;0;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;1;1;1	0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0	1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1	0,3,6,9,14,19,19,19,24,29,34,39,39,39,39,37,37,37,37,37	49,12,12,16,20,8,7,5,9,14,6,6,6,5,20,8,6,6,5,20	37,17
