subject	chain	generation	index	age	sex	group	rabbit	machine	scores	pre	post	chosen	chosenInput	useMachine	output	score	gameTime	IP_Hub_Country_Code	IP_Hub_ISP	IP_Hub_nonUSIP	IP_Hub_VPS	IP_Hub_recommend_block
73.0	1	4	1	23	Male	0	1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0	0,-2,0,0,0,0;0,-4,0,0,0,0;3,-1,0,3,-2,5;8,-3,0,8,-2,10;6,0,0,8,3,15;9,-2,0,13,1,20;12,-4,5,18,4,25;15,-1,10,23,2,30;13,-3,15,28,5,35;16,0,15,28,3,35;14,-2,20,33,1,40;17,1,25,38,-1,40;20,4,30,43,2,45;23,2,35,48,0,50;26,5,35,48,-2,50;29,3,40,53,-4,55;34,1,45,58,-6,60;34,4,45,63,-8,60;37,2,50,68,-10,65;40,0,55,73,-7,70	more	less	4,5,3;4,3,5;3,4,5;0,5,4;2,0,1;3,5,4;3,4,5;2,0,1;1,2,0;3,5,4;2,1,5;2,0,1;3,2,0;1,0,2;3,4,5;0,1,2;4,3,5;4,5,3;5,3,4;3,5,4	0,0,0;0,0,0;1,0,1;1,1,0;0,0,1;0,0,1;0,0,0;0,0,0;1,0,1;1,1,1;0,1,0;0,0,0;0,0,0;1,0,0;1,1,1;0,1,0;1,0,0;1,1,0;0,0,1;0,0,0	1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0	1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0	3,1,6,11,16,21,24,29,34,37,40,40,43,41,44,42,45,45,48,53	13,4,5,4,8,4,4,4,3,5,4,4,4,4,5,4,4,3,5,7	US	ATT-INTERNET4	0	0	0
74.0	1	4	2	53	Female	0	1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1	0,-2,0,0,0,0;0,-4,0,0,0,0;3,-1,0,3,-2,5;8,-3,0,8,-2,10;6,0,0,8,3,15;9,-2,0,13,1,20;12,-4,5,18,4,25;15,-1,10,23,2,30;13,-3,15,28,5,35;16,0,15,28,3,35;14,-2,20,33,1,40;17,1,25,38,-1,40;20,4,30,43,2,45;23,2,35,48,0,50;26,5,35,48,-2,50;29,3,40,53,-4,55;34,1,45,58,-6,60;34,4,45,63,-8,60;37,2,50,68,-10,65;40,0,55,73,-7,70	equal	more	3,2,5;5,3,4;3,5,4;4,3,5;5,4,3;4,5,3;4,3,5;1,2,0;2,1,0;5,4,3;5,3,4;4,3,5;5,3,4;4,3,5;4,5,3;3,4,5;3,5,4;5,3,4;4,5,3;3,4,5	0,0,0;0,0,0;1,1,0;0,1,1;1,1,0;1,0,0;0,0,0;0,0,0;0,1,1;1,1,1;0,0,1;1,0,1;0,0,0;1,0,0;1,1,1;0,1,0;0,0,1;1,0,1;1,0,0;0,0,0	0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0	1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	5,10,8,8,8,11,16,21,26,31,34,39,44,49,54,57,62,67,72,77	29,13,14,11,32,13,10,9,13,27,11,11,9,9,30,10,10,10,9,21	US	TWC-11351-NORTHEAST	0	0	0
75.0	1	4	3	36	Male	1	1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0	0,-2,0,0,0,0;0,-4,0,0,0,0;3,-1,0,3,-2,5;8,-3,0,8,-2,10;6,0,0,8,3,15;9,-2,0,13,1,20;12,-4,5,18,4,25;15,-1,10,23,2,30;13,-3,15,28,5,35;16,0,15,28,3,35;14,-2,20,33,1,40;17,1,25,38,-1,40;20,4,30,43,2,45;23,2,35,48,0,50;26,5,35,48,-2,50;29,3,40,53,-4,55;34,1,45,58,-6,60;34,4,45,63,-8,60;37,2,50,68,-10,65;40,0,55,73,-7,70	equal	equal	3,2,4;1,4,3;0,3,4;0,5,2;1,3,5;2,4,0;3,1,0;2,4,5;0,3,4;2,5,0;1,4,5;0,5,3;5,3,0;1,4,3;2,4,3;2,3,4;1,3,5;4,0,2;0,3,4;5,1,0	0,0,0;0,0,0;1,1,0;1,1,0;1,0,1;1,1,0;0,1,0;0,1,0;1,0,0;1,1,0;1,1,0;0,1,0;0,0,0;1,1,0;1,1,1;0,0,1;1,0,0;1,1,1;0,0,1;0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1	5,10,15,20,25,25,30,35,40,40,40,45,50,50,50,55,60,60,60,60	21,11,11,5,186,6,3,3,3,56,4,3,3,3,5,4,3,3,3,6	US	ALGH-DCS	0	0	0
76.0	1	4	4	68	Female	1	1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1	0,-2,0,0,0,0;0,-4,0,0,0,0;3,-1,0,3,-2,5;8,-3,0,8,-2,10;6,0,0,8,3,15;9,-2,0,13,1,20;12,-4,5,18,4,25;15,-1,10,23,2,30;13,-3,15,28,5,35;16,0,15,28,3,35;14,-2,20,33,1,40;17,1,25,38,-1,40;20,4,30,43,2,45;23,2,35,48,0,50;26,5,35,48,-2,50;29,3,40,53,-4,55;34,1,45,58,-6,60;34,4,45,63,-8,60;37,2,50,68,-10,65;40,0,55,73,-7,70	equal	equal	4,1,5;5,1,0;4,5,2;4,5,0;3,2,4;3,4,2;5,1,4;4,1,0;3,4,0;0,3,2;4,3,1;5,4,1;5,3,2;5,4,0;5,3,1;5,3,0;5,4,2;4,1,5;4,5,1;5,4,1	0,0,0;0,0,0;0,1,0;0,1,1;0,0,1;0,1,1;0,1,0;1,0,0;0,0,1;0,1,1;1,0,1;1,1,0;0,0,0;0,1,0;1,1,0;0,0,0;0,1,0;1,0,1;1,0,1;0,0,1	1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1	0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1	-2,1,1,6,9,12,15,15,18,16,21,21,26,26,26,29,32,35,33,31	31,16,16,10,19,9,7,8,8,14,6,9,8,8,13,6,6,6,6,9	US	BHN-33363	0	0	0
77.0	1	4	5	42	Female	1	1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0	0,-2,0,0,0,0;0,-4,0,0,0,0;3,-1,0,3,-2,5;8,-3,0,8,-2,10;6,0,0,8,3,15;9,-2,0,13,1,20;12,-4,5,18,4,25;15,-1,10,23,2,30;13,-3,15,28,5,35;16,0,15,28,3,35;14,-2,20,33,1,40;17,1,25,38,-1,40;20,4,30,43,2,45;23,2,35,48,0,50;26,5,35,48,-2,50;29,3,40,53,-4,55;34,1,45,58,-6,60;34,4,45,63,-8,60;37,2,50,68,-10,65;40,0,55,73,-7,70	equal	equal	4,1,3;5,1,3;5,2,4;3,0,5;5,0,3;3,2,5;3,2,4;3,1,5;5,1,3;4,2,5;4,1,3;3,0,5;4,1,3;4,2,5;3,0,5;5,1,3;5,1,3;3,0,4;4,2,3;3,2,5	0,0,0;0,0,0;1,0,0;1,1,1;1,0,0;0,1,0;0,0,0;0,0,0;0,1,0;1,1,1;1,1,0;0,0,1;0,0,0;1,0,0;1,0,1;0,1,0;0,1,0;0,1,1;1,0,0;0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0	0,0,0,5,5,10,15,20,25,25,25,30,35,40,40,45,50,50,55,60	44,18,19,10,54,11,8,8,8,18,8,8,6,6,11,7,6,6,7,11	US	CHARTER-20115	0	0	0
78.0	1	5	0	29	Male	0	1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1	0,3,5,5,-2,0;0,1,10,10,1,0;5,6,8,15,1,0;10,11,8,20,6,5;10,16,8,25,9,5;10,21,11,25,12,10;15,24,16,30,15,15;20,29,21,35,15,20;20,34,26,40,18,25;20,37,31,40,16,25;20,40,34,40,21,25;25,40,39,45,21,30;30,43,44,50,26,35;35,41,49,50,26,40;40,44,54,50,26,40;45,42,57,55,29,45;50,45,62,60,32,50;50,45,67,60,35,50;55,48,72,60,33,55;60,53,77,60,31,60	equal	equal	2,3,0;0,3,5;0,2,1;0,2,1;1,2,0;4,5,3;0,2,1;3,4,5;2,0,1;1,2,0;1,5,4;0,2,1;2,1,0;1,0,2;2,1,0;5,3,4;4,5,3;4,5,3;1,2,0;0,2,1	1,1,0;0,1,0;1,0,1;1,0,1;1,0,0;0,0,1;0,0,0;0,1,0;0,1,0;0,0,1;0,1,0;0,0,1;0,0,0;1,0,0;0,0,0;0,0,0;0,0,0;0,1,1;0,0,0;0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	5,10,15,20,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95	22,10,6,5,14,5,4,4,4,7,5,4,3,3,7,4,3,3,3,7	US	TVC-AS1	0	0	0
79.0	1	5	1	28	Female	0	1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0	0,3,5,5,-2,0;0,1,10,10,1,0;5,6,8,15,1,0;10,11,8,20,6,5;10,16,8,25,9,5;10,21,11,25,12,10;15,24,16,30,15,15;20,29,21,35,15,20;20,34,26,40,18,25;20,37,31,40,16,25;20,40,34,40,21,25;25,40,39,45,21,30;30,43,44,50,26,35;35,41,49,50,26,40;40,44,54,50,26,40;45,42,57,55,29,45;50,45,62,60,32,50;50,45,67,60,35,50;55,48,72,60,33,55;60,53,77,60,31,60	equal	less	2,0,1;0,2,1;1,2,0;2,0,1;5,3,4;5,4,3;3,4,5;0,2,1;3,4,5;4,3,5;3,5,4;5,3,4;4,5,3;4,3,5;3,4,5;4,5,3;4,3,5;5,3,4;3,4,5;5,3,4	1,0,1;0,1,0;1,0,1;0,1,1;0,1,1;0,0,1;0,0,0;0,0,0;0,0,0;1,1,1;1,1,0;0,0,1;0,0,0;1,1,0;1,1,1;0,0,0;0,0,0;1,1,0;1,1,0;0,1,1	0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0	0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1	0,-2,-2,-2,1,-1,2,0,3,6,9,14,17,22,27,30,30,28,28,28	16,9,6,6,17,8,6,7,5,9,6,6,5,5,6,7,6,8,5,5	US	COMCAST-7922	0	0	0
80.0	1	5	2	69	Female	0	1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1	0,3,5,5,-2,0;0,1,10,10,1,0;5,6,8,15,1,0;10,11,8,20,6,5;10,16,8,25,9,5;10,21,11,25,12,10;15,24,16,30,15,15;20,29,21,35,15,20;20,34,26,40,18,25;20,37,31,40,16,25;20,40,34,40,21,25;25,40,39,45,21,30;30,43,44,50,26,35;35,41,49,50,26,40;40,44,54,50,26,40;45,42,57,55,29,45;50,45,62,60,32,50;50,45,67,60,35,50;55,48,72,60,33,55;60,53,77,60,31,60	equal	more	0,2,1;0,1,2;1,0,2;0,1,2;1,2,0;3,5,2;1,0,2;1,0,2;3,4,1;1,0,2;1,0,2;2,0,3;4,5,1;1,0,2;2,0,5;2,0,5;2,0,3;5,3,1;0,1,2;1,2,0	0,1,1;0,0,1;1,1,0;1,1,0;1,0,0;1,0,0;0,0,0;0,0,0;0,0,0;0,1,0;0,1,0;0,0,0;0,0,0;1,0,0;0,0,1;0,0,0;0,0,0;1,1,1;0,0,0;0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0	5,5,10,10,10,15,20,25,30,35,40,45,50,55,60,65,70,70,75,80	34,11,9,15,19,9,6,6,8,11,6,5,5,5,9,6,5,8,5,8	US	CHARTER-20115	0	0	0
81.0	1	5	3	34	Female	1	1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1	0,3,5,5,-2,0;0,1,10,10,1,0;5,6,8,15,1,0;10,11,8,20,6,5;10,16,8,25,9,5;10,21,11,25,12,10;15,24,16,30,15,15;20,29,21,35,15,20;20,34,26,40,18,25;20,37,31,40,16,25;20,40,34,40,21,25;25,40,39,45,21,30;30,43,44,50,26,35;35,41,49,50,26,40;40,44,54,50,26,40;45,42,57,55,29,45;50,45,62,60,32,50;50,45,67,60,35,50;55,48,72,60,33,55;60,53,77,60,31,60	equal	less	3,2,4;3,5,4;3,4,5;4,5,3;5,4,3;5,4,3;5,3,4;4,3,5;3,5,4;3,4,5;4,3,5;5,4,3;5,4,3;3,5,4;3,5,4;5,4,3;5,3,4;4,3,5;4,5,3;3,4,5	1,1,0;1,0,1;1,0,0;1,1,1;0,1,1;0,0,1;0,0,0;1,0,0;0,0,0;1,1,1;0,1,1;0,1,0;0,0,0;1,0,1;1,1,1;0,0,0;0,0,0;0,1,1;1,0,1;1,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0	0,0,5,10,15,15,15,15,15,15,15,20,25,25,25,25,25,30,35,40	44,16,6,10,19,12,10,6,4,10,6,5,4,4,10,6,5,4,4,7	US	FRONTIER-FRTR	0	0	0
82.0	1	5	4	43	Female	1	1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0	0,3,5,5,-2,0;0,1,10,10,1,0;5,6,8,15,1,0;10,11,8,20,6,5;10,16,8,25,9,5;10,21,11,25,12,10;15,24,16,30,15,15;20,29,21,35,15,20;20,34,26,40,18,25;20,37,31,40,16,25;20,40,34,40,21,25;25,40,39,45,21,30;30,43,44,50,26,35;35,41,49,50,26,40;40,44,54,50,26,40;45,42,57,55,29,45;50,45,62,60,32,50;50,45,67,60,35,50;55,48,72,60,33,55;60,53,77,60,31,60	more	more	4,5,2;5,3,4;4,5,3;2,1,0;3,4,5;0,2,1;3,4,5;3,5,4;5,3,4;3,4,5;5,3,4;5,4,3;3,5,4;3,5,4;4,3,5;0,2,1;3,5,4;3,4,5;3,5,4;4,3,5	0,0,1;0,1,1;0,0,1;0,1,1;1,1,0;1,0,0;0,0,0;0,0,1;0,0,0;1,1,1;1,1,0;0,1,0;0,0,0;1,0,1;1,1,1;0,0,1;0,0,0;1,0,1;1,0,1;1,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0	0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1	0,0,5,10,15,20,25,25,25,30,30,35,40,40,40,45,43,43,43,43	20,9,6,5,8,5,5,4,4,15,5,5,5,3,10,7,8,4,4,7	US	UUNET	0	0	0
83.0	1	5	5	31	Male	1	1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1	0,3,5,5,-2,0;0,1,10,10,1,0;5,6,8,15,1,0;10,11,8,20,6,5;10,16,8,25,9,5;10,21,11,25,12,10;15,24,16,30,15,15;20,29,21,35,15,20;20,34,26,40,18,25;20,37,31,40,16,25;20,40,34,40,21,25;25,40,39,45,21,30;30,43,44,50,26,35;35,41,49,50,26,40;40,44,54,50,26,40;45,42,57,55,29,45;50,45,62,60,32,50;50,45,67,60,35,50;55,48,72,60,33,55;60,53,77,60,31,60	equal	equal	3,0,5;5,3,4;0,3,2;2,3,1;4,0,5;2,4,1;0,2,3;5,2,3;1,2,3;3,2,5;3,5,4;1,4,2;5,0,3;2,1,5;4,0,5;0,2,3;2,4,1;4,1,2;5,2,1;0,3,2	1,0,0;0,1,1;1,1,0;0,1,1;1,0,0;0,0,0;0,0,0;0,0,0;0,0,0;1,0,1;1,1,0;1,1,0;0,0,0;0,1,0;1,0,1;0,0,0;0,0,0;0,1,0;0,0,0;0,1,0	1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0	0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0	-2,1,-1,4,4,9,7,12,15,15,15,15,20,18,16,21,26,26,31,36	22,10,26,17,10,6,6,5,5,15,6,5,5,5,9,6,5,4,5,7	US	COMCAST-7922	0	0	0
84.0	1	6	0	27	Female	0	1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1	5,0,5,0,0,-2;10,-2,5,0,0,1;15,-2,10,5,5,-1;20,-2,10,10,10,4;20,1,10,15,15,4;25,-1,15,15,20,9;30,2,20,15,25,7;35,0,25,15,25,12;40,3,30,15,25,15;45,6,35,15,30,15;50,9,40,15,30,15;55,14,45,20,35,15;60,17,50,25,40,20;65,22,55,25,40,18;70,27,60,25,40,16;75,30,65,25,45,21;80,30,70,25,43,26;85,28,70,30,43,26;90,28,75,35,43,31;95,28,80,40,43,36	less	less	4,0,2;0,4,2;4,0,2;4,1,3;3,2,0;2,1,0;5,1,3;0,3,2;1,0,4;4,5,3;4,0,1;3,1,5;0,1,2;5,4,3;4,2,3;4,2,0;4,2,0;4,1,5;2,3,1;5,1,2	0,1,1;1,0,0;1,1,1;1,0,1;1,0,0;0,1,0;1,0,1;0,1,0;0,0,1;0,1,1;1,0,0;0,0,1;0,0,0;1,1,1;1,0,1;0,0,0;1,0,0;1,1,1;0,0,1;0,1,0	1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1	-2,-2,1,-1,-3,-3,2,2,2,7,7,7,7,12,12,12,12,12,12,12	50,32,19,14,17,23,16,15,9,11,10,8,8,7,11,9,10,6,7,7	US	ASN-QUADRANET-GLOBAL	0	1	1
85.0	1	6	1	31	Female	0	1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0	5,0,5,0,0,-2;10,-2,5,0,0,1;15,-2,10,5,5,-1;20,-2,10,10,10,4;20,1,10,15,15,4;25,-1,15,15,20,9;30,2,20,15,25,7;35,0,25,15,25,12;40,3,30,15,25,15;45,6,35,15,30,15;50,9,40,15,30,15;55,14,45,20,35,15;60,17,50,25,40,20;65,22,55,25,40,18;70,27,60,25,40,16;75,30,65,25,45,21;80,30,70,25,43,26;85,28,70,30,43,26;90,28,75,35,43,31;95,28,80,40,43,36	equal	equal	2,1,0;1,3,2;5,2,4;3,0,2;5,0,1;1,3,4;2,1,0;2,5,4;0,1,2;2,0,1;1,4,3;1,2,0;2,1,0;3,0,2;1,5,3;2,1,0;1,0,2;1,0,2;0,2,1;1,2,0	1,0,1;0,0,0;0,1,1;1,1,0;0,0,1;1,1,0;0,0,0;0,0,1;0,0,0;0,0,0;0,1,1;0,0,0;0,0,0;1,0,0;0,1,1;0,0,0;1,0,0;1,0,1;0,0,1;1,0,0	1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0	3,3,6,4,7,5,8,6,9,12,10,13,11,9,12,10,13,16,19,22	14,7,9,7,6,7,6,6,4,5,6,8,6,6,7,6,6,5,9,5	US	COMCAST-7922	0	0	0
86.0	1	6	2	28	Male	0	1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0	5,0,5,0,0,-2;10,-2,5,0,0,1;15,-2,10,5,5,-1;20,-2,10,10,10,4;20,1,10,15,15,4;25,-1,15,15,20,9;30,2,20,15,25,7;35,0,25,15,25,12;40,3,30,15,25,15;45,6,35,15,30,15;50,9,40,15,30,15;55,14,45,20,35,15;60,17,50,25,40,20;65,22,55,25,40,18;70,27,60,25,40,16;75,30,65,25,45,21;80,30,70,25,43,26;85,28,70,30,43,26;90,28,75,35,43,31;95,28,80,40,43,36	equal	equal	1,3,0;0,3,1;3,5,4;2,4,1;2,4,5;2,4,3;1,0,2;4,3,2;3,0,4;1,5,3;1,2,5;0,1,4;1,2,4;5,4,1;4,1,3;0,4,3;4,3,1;4,0,3;3,1,5;1,4,5	0,0,1;1,0,0;1,0,1;0,1,0;0,1,0;0,0,1;0,0,0;1,1,0;1,0,1;0,1,1;0,0,1;0,0,0;0,0,0;1,1,0;1,0,1;0,0,1;1,1,1;1,0,0;0,1,0;1,1,0	0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0	0,0,-2,3,3,6,9,12,15,18,21,24,27,30,33,36,39,37,40,43	16,11,10,8,8,5,7,7,7,7,8,6,6,6,6,6,8,7,6,6	US	KVCNET-2009	0	1	1
87.0	1	6	3	29	Male	1	1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0	5,0,5,0,0,-2;10,-2,5,0,0,1;15,-2,10,5,5,-1;20,-2,10,10,10,4;20,1,10,15,15,4;25,-1,15,15,20,9;30,2,20,15,25,7;35,0,25,15,25,12;40,3,30,15,25,15;45,6,35,15,30,15;50,9,40,15,30,15;55,14,45,20,35,15;60,17,50,25,40,20;65,22,55,25,40,18;70,27,60,25,40,16;75,30,65,25,45,21;80,30,70,25,43,26;85,28,70,30,43,26;90,28,75,35,43,31;95,28,80,40,43,36	equal	equal	4,3,2;5,1,4;0,3,4;2,0,1;3,2,5;2,0,1;2,0,4;4,3,0;1,3,5;0,1,5;2,0,1;1,4,5;5,1,4;4,5,1;4,3,2;5,1,2;5,1,2;1,5,4;5,4,3;5,4,3	0,0,1;1,0,0;1,1,1;0,1,0;1,0,0;0,0,1;0,0,0;1,1,0;0,1,0;0,0,1;0,0,0;0,0,1;0,0,0;1,1,0;1,1,0;0,0,0;0,1,0;1,1,1;0,1,0;0,1,0	0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1	0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0	0,3,6,6,9,14,17,20,23,21,24,29,32,35,38,41,44,42,40,43	17,8,9,6,10,7,6,6,5,6,6,22,10,7,7,6,9,6,6,6	US	COMCAST-7922	0	0	0
88.0	1	6	4	39	Female	1	1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1	5,0,5,0,0,-2;10,-2,5,0,0,1;15,-2,10,5,5,-1;20,-2,10,10,10,4;20,1,10,15,15,4;25,-1,15,15,20,9;30,2,20,15,25,7;35,0,25,15,25,12;40,3,30,15,25,15;45,6,35,15,30,15;50,9,40,15,30,15;55,14,45,20,35,15;60,17,50,25,40,20;65,22,55,25,40,18;70,27,60,25,40,16;75,30,65,25,45,21;80,30,70,25,43,26;85,28,70,30,43,26;90,28,75,35,43,31;95,28,80,40,43,36	equal	equal	5,4,0;5,3,4;4,5,1;3,4,1;4,3,2;4,3,0;3,4,1;5,3,1;5,4,2;4,5,1;5,4,1;5,4,1;3,5,2;3,5,1;5,3,2;4,5,2;5,3,1;3,5,2;4,5,2;5,3,0	0,0,1;1,0,0;1,0,0;1,1,0;1,1,0;0,1,0;1,0,0;0,1,1;0,1,0;0,1,0;1,1,0;1,0,0;0,0,0;1,1,0;1,1,0;0,0,0;0,1,1;0,1,1;1,0,0;0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0	0,0,0,5,10,15,20,25,30,35,35,40,45,45,45,50,50,50,55,60	39,15,9,9,21,10,8,7,8,11,12,6,9,8,8,7,8,6,7,8	US	TWC-11427-TEXAS	0	0	0
89.0	1	6	5	35	Female	1	1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0	5,0,5,0,0,-2;10,-2,5,0,0,1;15,-2,10,5,5,-1;20,-2,10,10,10,4;20,1,10,15,15,4;25,-1,15,15,20,9;30,2,20,15,25,7;35,0,25,15,25,12;40,3,30,15,25,15;45,6,35,15,30,15;50,9,40,15,30,15;55,14,45,20,35,15;60,17,50,25,40,20;65,22,55,25,40,18;70,27,60,25,40,16;75,30,65,25,45,21;80,30,70,25,43,26;85,28,70,30,43,26;90,28,75,35,43,31;95,28,80,40,43,36	more	less	4,3,5;4,5,3;4,3,5;3,5,4;3,5,4;3,4,5;5,4,3;3,4,5;3,5,4;5,3,4;5,3,4;4,3,5;4,5,3;4,3,5;4,3,5;3,4,5;5,3,4;4,3,5;3,4,5;5,3,4	0,0,0;0,1,0;1,1,0;1,1,1;1,0,1;1,0,0;1,0,1;1,1,0;1,0,1;1,1,0;1,1,1;0,0,1;0,0,0;1,1,1;1,1,1;1,0,0;0,1,1;1,0,1;0,1,0;0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0	0,0,5,10,10,15,20,25,30,35,35,35,35,35,35,40,45,50,55,60	22,6,5,7,18,4,4,4,4,7,4,4,3,3,6,4,3,3,3,6	US	COMCAST-7922	0	0	0
90.0	1	7	0	20	Female	0	1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1	-2,3,0,0,0,0;-2,3,0,3,0,0;1,6,-2,6,0,5;-1,4,3,6,5,10;-3,7,3,9,10,10;-3,5,6,14,15,15;2,8,9,17,20,20;2,6,12,20,25,25;2,9,15,23,30,30;7,12,18,21,35,35;7,10,21,24,35,35;7,13,24,29,40,35;7,11,27,32,45,35;12,9,30,35,45,35;12,12,33,38,45,35;12,10,36,41,50,40;12,13,39,44,50,45;12,16,37,42,50,50;12,19,40,40,55,55;12,22,43,43,60,60	equal	equal	1,4,2;3,5,4;5,4,3;1,0,2;2,0,1;1,2,0;5,3,4;5,4,3;5,3,4;0,2,1;1,0,2;3,5,4;4,5,3;2,0,1;2,0,1;1,0,2;5,4,3;2,1,0;4,3,5;2,1,0	1,0,0;1,0,0;1,0,1;0,0,1;0,0,1;1,0,1;0,0,0;0,0,0;0,0,0;0,0,0;1,1,0;0,1,0;0,1,0;0,0,1;0,1,0;1,1,0;0,1,0;1,0,1;0,1,0;0,0,1	1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0	-2,-2,3,3,1,4,9,14,19,24,24,29,34,39,44,44,49,49,54,59	14,9,5,4,11,8,4,4,4,8,4,4,3,5,6,5,4,5,4,12	US	CLEARWAVE-COMMUNICATIONS	0	0	0
